,"restraint_atom[lig1, lig2, lig3, rec1, rec2, rec3](start from 1)","rec_atoms[rec3, rec2, rec1](start from 0)","lig_atoms[lig1, lig2, lig3](start from 0)",distance between lig1 and rec1(unit: Angstrom),angle between lig1 rec1 and rec2(unit:radian),angle between lig2 lig1 and rec1(unit:radian),dihedral between lig1 rec1 rec2 and rec3(unit:radian),dihedral between lig2 lig1 rec1 and rec2(unit:radian),dihedral between lig3 lig2 lig1 and rec1(unit:radian),cal_ene(unit:kcal/mol),cost function value
0,"[2139, 2138, 2133, 1665, 1663, 1660]","[1659, 1662, 1664]","[2138, 2137, 2132]",3.098338964299443,2.068383557866667,1.5686664074666667,-3.1958681108836036,-2.7160419469870174,2.449364359116313,0.7909617758503835,0.019401727785171005
1,"[2139, 2138, 2133, 1665, 1663, 1664]","[1663, 1662, 1664]","[2138, 2137, 2132]",3.098549078244101,2.068383557866667,1.5686664074666667,-0.05810533242145348,-2.7160419469870174,2.449364359116313,0.809834726567934,0.02872817439252152
